"address","parcel_id","latitude","longitude"
"420 DELAWARE AVE, Albany, NY, 12209","75.68-3-40",42.6404038,-73.7830687
"557 NEW SCOTLAND AVE, Albany, NY, 12208","64.81-1-23",42.6563332,-73.80064870000001
"24 N ALLEN ST, Albany, NY, 12203","64.51-2-18",42.6674058,-73.7915009
"548 MADISON AVE, Albany, NY, 12208","76.23-1-4",42.6545419,-73.7718574
"64 WESTERLO ST, Albany, NY, 12202","76.58-1-47",42.6438675,-73.7545744
"52 WATERVLIET AVE, Albany, NY, 12206","64.28-2-46",42.67655805,-73.7826886
"81 ROBIN ST, Albany, NY, 12206","65.63-4-17",42.6613755,-73.7699707
"56 SHERIDAN AVE, Albany, NY, 12210","76.26-2-45",42.6541561,-73.7534366
"449 WESTERN AVE, Albany, NY, 12203","64.60-1-18",42.6655203,-73.7875625
"385 STATE ST, Albany, NY, 12210","65.80-3-43",42.6567588,-73.765336
"14 N MANNING BLVD, Albany, NY, 12206","65.29-2-6.12",42.6728128,-73.7784922
"412 BROADWAY, Albany, NY, 12207","76.42-3-36",42.648242749999994,-73.75094589345012
"693 MYRTLE AVE, Albany, NY, 12208","64.76-2-65",42.6600051,-73.78528815000001
"21 CRESTWOOD CT, Albany, NY, 12208","75.32-1-32",42.6520754,-73.80632894691496
"428 WHITEHALL RD, Albany, NY, 12209","75.06-1-3.2",42.65121792018028,-73.81230863272329
"54 W VAN VECHTEN ST, Albany, NY, 12209","76.61-4-1",42.641277200000005,-73.7771322
"31 S MAIN AVE, Albany, NY, 12208","64.67-1-13",42.6633641,-73.7906061
"1 OAKWOOD ST, Albany, NY, 12208","75.26-1-4",42.6554357,-73.79706521346154
"5 SHERMAN ST, Albany, NY, 12210","65.80-1-10.1",42.65756915,-73.76283375726865
"465 WESTERN AVE, Albany, NY, 12203","64.59-3-17",42.6658319,-73.78862686819164
"7 HENRY JOHNSON BLVD, Albany, NY, 12203","65.79-1-27",42.657381799999996,-73.7661848
"342 STATE ST, Albany, NY, 12210","76.24-1-43",42.6555359,-73.7640334
"107 PHILIP ST, Albany, NY, 12202","76.49-6-58",42.6447385,-73.7598549
"127 S LAKE AVE, Albany, NY, 12208","65.77-2-53",42.655988050000005,-73.78000295000001
"184 QUAIL ST, Albany, NY, 12203","65.62-3-69",42.6622254,-73.7766601
"108 S LAKE AVE, Albany, NY, 12208","65.77-4-16",42.6570941,-73.7780876
"31 ARTHUR DR, Albany, NY, 12208","75.33-2-7",42.6519725,-73.80399310088097
"180 N ALLEN ST, Albany, NY, 12206","64.36-1-69",42.6725929,-73.7859636
"115 S LAKE AVE, Albany, NY, 12208","65.77-2-20",42.656671349999996,-73.77914977095435
"612 MADISON AVE, Albany, NY, 12208","65.78-1-26",42.65578295,-73.7739763
"91 N PINE AVE, Albany, NY, 12203","64.43-2-15",42.66954915,-73.79056161933462
"393 SECOND AVE, Albany, NY, 12209","76.61-1-48",42.639492374999996,-73.78198975
"47 TEN BROECK ST, Albany, NY, 12207","65.82-5-62",42.65673425,-73.75077525
"108 GRAND ST, Albany, NY, 12202","76.49-3-61",42.64491605,-73.75719015402584
"233 DELAWARE AVE, Albany, NY, 12209","76.46-3-55",42.6444901,-73.77419560233446
"14 WEST ERIE ST, Albany, NY, 12208","75.27-1-6",42.6552899,-73.79375200000001
"20 NORWOOD AVE, Albany, NY, 12208","75.27-3-15",42.654535249999995,-73.7900477
"616 MADISON AVE, Albany, NY, 12208","65.78-1-24",42.65584675,-73.77411472919032
"16 S LAKE AVE, Albany, NY, 12203","65.17-2-3",42.6599921,-73.7747639
"895 PARK AVE, Albany, NY, 12208","64.59-1-91",42.66369975,-73.79342511575277
"460 WASHINGTON AVE, Albany, NY, 12203","65.62-2-46",42.662304500000005,-73.77333285
"28 S ALLEN ST, Albany, NY, 12208","64.59-1-16",42.6657948,-73.7933045
"193 SHERMAN ST, Albany, NY, 12206","65.63-5-40",42.6623918,-73.76839938251717
"490 MADISON AVE, Albany, NY, 12208","76.23-2-3",42.6534318,-73.7698828
"345 NORTHERN BLVD, Albany, NY, 12211","65.7-2-21",42.665571313432835,-73.75680056716418
"360 WHITEHALL RD, Albany, NY, 12209","75.10-1-1.3",42.650195,-73.809525
"7 LARK ST, Albany, NY, 12210","65.15-1-2",42.6639312,-73.7550655
"3 MERELINE AVE, Albany, NY, 12209","75.75-2-20",42.6383337,-73.7900765333154
"85 GROVE AVE, Albany, NY, 12208","75.36-1-30",42.65120195,-73.78755457581076
"253 STATE ST, Albany, NY, 12210","76.25-2-32",42.6539752,-73.7606261
"232 LARK ST, Albany, NY, 12210","76.24-2-2",42.6550227,-73.764851
"34-36 SPARKILL AVE - SPARKILL AVE, Albany, NY, 12209","75.76-1-45",42.63861,-73.7860722
"367 MADISON AVE, Albany, NY, 12210","76.32-3-66",42.6514056,-73.7649287
"584 MADISON AVE, Albany, NY, 12208","76.22-1-6",42.655268449999994,-73.77311975
"123 S LAKE AVE, Albany, NY, 12208","65.77-2-51",42.6562238,-73.77976075000001
"27 GROVE AVE, Albany, NY, 12208","75.28-2-19",42.653929,-73.787016
"97 WINTHROP AVE, Albany, NY, 12203","64.42-2-28",42.6709769,-73.79435528575246
"201 JAY ST, Albany, NY, 12210","76.24-3-18.2",42.6538518,-73.76462883072892
"182 DELAWARE AVE, Albany, NY, 12209","76.54-3-6",42.6448383,-73.7722527
"20 CUYLER AVE, Albany, NY, 12209","75.68-3-4",42.6417272,-73.7845239
"390 HAMILTON ST, Albany, NY, 12210","76.31-2-11",42.6526266,-73.7662526
"77 TEN BROECK ST, Albany, NY, 12207","65.82-5-77",42.658023,-73.75047
"7 ELBERON PL, Albany, NY, 12203","65.70-1-53",42.6601609,-73.7760234
"539 WARREN ST, Albany, NY, 12208","65.77-3-35",42.6560653,-73.7818991
"10 CAMBRIDGE RD, Albany, NY, 12203","64.22-2-24",42.6758703,-73.81677741339288
"528 MADISON AVE, Albany, NY, 12208","76.23-1-13",42.6541858,-73.7711877
"87 HAWTHORNE AVE, Albany, NY, 12203","64.34-2-5",42.67434165,-73.79648309967152
"121 GRAND ST, Albany, NY, 12202","76.49-5-66",42.6445484,-73.7578978
"10 HALL PL, Albany, NY, 12210","65.82-1-2",42.6580222,-73.75120803669108
"29 S LAKE AVE, Albany, NY, 12203","65.70-1-41",42.6602765,-73.7752586
"326 FIRST ST, Albany, NY, 12206","65.64-1-6",42.66358115,-73.7645070241371
"18 GLENWOOD ST, Albany, NY, 12208","75.27-2-4",42.6549298,-73.7916053
"990 WESTERN AVE, Albany, NY, 12203","64.31-1-33",42.67321965,-73.8139502201038
"31 CLINTON AVE, Albany, NY, 12207","76.26-4-9",42.6548748,-73.7507961
"37 FULLERTON ST, Albany, NY, 12209","75.59-3-2",42.6445213,-73.78857579070724
"63 GRAND ST, Albany, NY, 12207","76.49-2-45",42.6465464,-73.7565021
"65 N PINE AVE, Albany, NY, 12203","64.51-2-61",42.6688353,-73.791281
"1379 WASHINGTON AVE, Albany, NY, 12206","53.00-1-20",42.68693075,-73.81405837006884
"545 WASHINGTON AVE, Albany, NY, 12206","65.54-2-63",42.66459635,-73.77638585
"470 WEST ST, Albany, NY, 12206","64.36-3-43",42.672319099999996,-73.78453322374992
"166 BRADFORD ST, Albany, NY, 12206","65.54-4-7",42.6642803,-73.7733118
"71 TEN BROECK ST, Albany, NY, 12207","65.82-5-74",42.65765672727272,-73.75056281818182
"259 DELAWARE AVE, Albany, NY, 12209","76.54-2-19",42.6437603,-73.7758662
"201 PARTRIDGE ST, Albany, NY, 12203","65.61-3-80",42.6629029,-73.7828049
"177 S ALLEN ST, Albany, NY, 12208","64.74-3-3",42.660987250000005,-73.79749011276868
"158 JAY ST, Albany, NY, 12210","76.32-1-27",42.6526073,-73.76319165000001
"173 MADISON AVE, Albany, NY, 12207","76.49-2-55",42.64659135835163,-73.75725793419643
"102 GRAND ST, Albany, NY, 12202","76.49-3-64",42.6450708,-73.75706356574318
"267 LARK ST, Albany, NY, 12210","76.23-3-46.1",42.6538106,-73.7664997
"866 MADISON AVE, Albany, NY, 12208","64.76-1-3",42.660947449999995,-73.78303301628267
"166 WESTERN AVE, Albany, NY, 12203","65.70-1-23",42.6610986,-73.7755017
"1 HEMLOCK LN, Albany, NY, 12208","75.5-1-23",42.6544327,-73.81867098241088
"11 CUYLER AVE, Albany, NY, 12209","75.68-3-17",42.6415827,-73.7838691
"576 THIRD ST, Albany, NY, 12206","65.38-2-5",42.6718351,-73.7750499
"370 LIVINGSTON AVE, Albany, NY, 12206","65.56-5-1",42.6651885,-73.7614995
"287 LARK ST, Albany, NY, 12210","76.23-3-56",42.6532077,-73.767249
"94 GRAND ST, Albany, NY, 12202","76.49-3-68",42.64531675,-73.75686279880873
"11 ELM ST, Albany, NY, 12202","76.49-2-85",42.6460618,-73.7575262
"27 S LAKE AVE, Albany, NY, 12203","65.70-1-40",42.6603212,-73.7752272
"476 HUDSON AVE, Albany, NY, 12203","65.61-3-44",42.6613093,-73.7797591887883
"970 WASHINGTON AVE, Albany, NY, 12203","64.35-2-36",42.673609,-73.79297965105017
"31 TURNER PL, Albany, NY, 12209","75.42-1-4",42.649210350000004,-73.79874626270103
"44 FAIRLAWN AVE, Albany, NY, 12203","64.41-3-54",42.671621599999995,-73.79881687813487
"9 HARTMAN RD, Albany, NY, 12208","74.12-1-5.4",42.6486657,-73.8303522
"2 MADISON PL, Albany, NY, 12202","76.49-1-10",42.6468008,-73.7584081
"43 ELM ST, Albany, NY, 12202","76.49-1-15",42.6464656,-73.7586374
"501 STATE ST, Albany, NY, 12203","65.71-2-21",42.6593,-73.7698482
"610 MADISON AVE, Albany, NY, 12208","65.78-1-27",42.655747649999995,-73.7739143
"340 MADISON AVE, Albany, NY, 12210","76.32-4-20",42.650308300000006,-73.76423541623402
"51 GARFIELD PL, Albany, NY, 12206","65.21-2-66",42.67628815,-73.7820569
"59 GRAND ST, Albany, NY, 12207","76.49-2-43",42.6466475,-73.756418
"97 RYCKMAN AVE, Albany, NY, 12208","64.67-3-57",42.66150065,-73.79136745
"69 TEN BROECK ST, Albany, NY, 12207","65.82-5-73",42.65759309090909,-73.75057772727273
"101 S PINE AVE, Albany, NY, 12208","64.58-2-44",42.663959750000004,-73.79645945
"25 S MAIN AVE, Albany, NY, 12208","64.67-1-12",42.6634915,-73.7905121
"316 HUDSON AVE, Albany, NY, 12210","76.24-5-24",42.65294605,-73.76503610424905
"21 WOODLAWN AVE, Albany, NY, 12208","75.28-4-29",42.65414045,-73.78445029465058
"235A ELM ST - ELM ST, Albany, NY, 12202","76.31-3-67",42.6505694,-73.7665129
"148 MANNING BLVD, Albany, NY, 12203","64.35-2-4",42.67212295,-73.79210084527182
"380 SECOND AVE, Albany, NY, 12209","76.69-3-46",42.63901685,-73.77922274740922
"233-235 QUAIL ST - QUAIL ST, Albany, NY, 12203","65.69-2-10",42.6678266,-73.7696912
"12 IRVING ST, Albany, NY, 12202","76.40-2-20",42.6489362,-73.7653862
"543 NEW SCOTLAND AVE, Albany, NY, 12208","64.81-1-4",42.65610215,-73.80001014999999
"9 SUMMIT AVE, Albany, NY, 12209","76.53-1-12",42.6440908,-73.7785678
"10 MADISON PL, Albany, NY, 12202","76.49-1-2",42.64702335,-73.75911026994294
"1080 MADISON AVE, Albany, NY, 12208","64.59-1-37",42.66533165,-73.79109297800609
"569 PARK AVE, Albany, NY, 12208","65.77-2-61",42.6567369,-73.7813308
"44 FIRST ST, Albany, NY, 12210","65.82-2-23",42.65706042857143,-73.75312161904762
"700 MORRIS ST, Albany, NY, 12208","64.67-1-6",42.66398855,-73.79140281467943
"285 WASHINGTON AVE, Albany, NY, 12206","65.71-3-37",42.658658900000006,-73.76650422363396
"17 CATHERINE ST, Albany, NY, 12202","76.57-5-35",42.6418407,-73.75924661058644
"137 LANCASTER ST, Albany, NY, 12210","76.24-6-45",42.6530973,-73.76209905584518
"3 BOGART TER, Albany, NY, 12209","76.70-2-15",42.639029507936016,-73.771549830688
"55 PHILIP ST, Albany, NY, 12202","76.49-1-53",42.6460621,-73.7587979
"232 WASHINGTON AVE, Albany, NY, 12210","65.80-2-38",42.65722585,-73.76444963405848
"560 NEW SCOTLAND AVE, Albany, NY, 12208","75.25-1-4",42.65582,-73.8005893
"35 DANA AVE, Albany, NY, 12208","76.23-2-46",42.6528441,-73.7697626
"360 MADISON AVE, Albany, NY, 12210","76.32-4-9.2",42.65073015,-73.7650199136562
"36 PARKWOOD ST, Albany, NY, 12208","64.83-2-21",42.65614415,-73.79209790735737
"296 CLINTON AVE, Albany, NY, 12210","65.72-6-14",42.660244649999996,-73.76072950000001
"289 CLINTON AVE, Albany, NY, 12210","65.73-1-25",42.66010785,-73.75970731571206
"57 TEN BROECK ST, Albany, NY, 12207","65.82-5-67",42.657211272727274,-73.75066718181819
"239 N PEARL ST, Albany, NY, 12207","65.82-6-55",42.6577014,-73.749254
"99 S PEARL ST, Albany, NY, 12207","76.11-1-3.2",42.6466992,-73.7552659
"441 PARTRIDGE ST, Albany, NY, 12208","75.27-2-32",42.655347,-73.79077989847598
"176 WASHINGTON AVE, Albany, NY, 12210","65.80-4-42",42.6558815,-73.7622414
"55 N PINE AVE, Albany, NY, 12203","64.51-2-57",42.66854095,-73.79167441762917
"457 STATE ST, Albany, NY, 12203","65.79-1-54",42.6582883,-73.7680627
"25 ELBERON PL, Albany, NY, 12203","65.70-1-68",42.6605365,-73.7764126
"157 WINTHROP AVE, Albany, NY, 12203","64.35-2-17",42.67261555,-73.7926560041714
"284 QUAIL ST, Albany, NY, 12208","65.77-2-1",42.658059050000006,-73.78095795773527
"91 HAWTHORNE AVE, Albany, NY, 12203","64.34-2-3",42.6745703,-73.7962651
"212 CLINTON AVE, Albany, NY, 12210","65.81-2-3",42.6584526,-73.7576638
"159 CENTRAL AVE, Albany, NY, 12206","65.63-5-50",42.6612522,-73.7679886
"275 ONTARIO ST, Albany, NY, 12203","65.61-3-25",42.6616137,-73.7813637
"21 CUYLER AVE, Albany, NY, 12209","75.60-3-20",42.6419343,-73.784099
"73 TEN BROECK ST, Albany, NY, 12207","65.82-5-75",42.657720363636365,-73.75054790909091
"83 CENTRAL AVE, Albany, NY, 12206","65.72-3-70",42.6593233,-73.7660085
"91 DELAWARE AVE, Albany, NY, 12202","76.39-1-35",42.64785605,-73.77015845000001
"58 FROST PL, Albany, NY, 12205","53.65-1-38",42.68424345,-73.80064878565017
"56 S SWAN ST, Albany, NY, 12210","76.25-2-20",42.655069,-73.7584131
"513 HAMILTON ST, Albany, NY, 12203","65.61-3-61",42.66195735,-73.7818777
"174 WESTERN AVE, Albany, NY, 12203","65.70-1-19",42.6611715,-73.7757901
"225 LANCASTER ST, Albany, NY, 12210","65.80-3-67",42.6554178,-73.7662066
"139 GREEN ST, Albany, NY, 12202","76.58-2-12.1",42.6432036,-73.753849
"338 MADISON AVE, Albany, NY, 12210","76.32-4-21",42.6502337,-73.7641955
"71 S FERRY ST, Albany, NY, 12202","76.58-2-47",42.6429636,-73.7552184
"99 CLINTON AVE, Albany, NY, 12210","65.82-4-52",42.65630535,-73.75320472723187
"18 WILLETT ST, Albany, NY, 12210","65.80-3-76",42.6560489,-73.7656482
"35 ELM ST, Albany, NY, 12202","76.49-2-93",42.6463492,-73.7582829
"500 DELAWARE AVE, Albany, NY, 12209","75.76-1-4",42.63869345,-73.78702673171878
"153 WINTHROP AVE, Albany, NY, 12203","64.35-2-16",42.67250855,-73.79276914532475
"120 LARK ST, Albany, NY, 12210","65.73-2-85",42.6589292,-73.7607168
"40 SPRING ST, Albany, NY, 12210","65.80-4-64",42.655879799999994,-73.76333485
"388 ELK ST, Albany, NY, 12206","65.55-3-24",42.663751,-73.7694782
"562 MADISON AVE, Albany, NY, 12208","76.22-1-17",42.65489595,-73.7724438508959
"130 WESTERN AVE, Albany, NY, 12203","65.17-2-10",42.6605743,-73.7740509
"54 QUAIL ST, Albany, NY, 12206","65.47-3-43",42.667384049999995,-73.7699366950074
"118 PHILIP ST, Albany, NY, 12202","76.57-1-64",42.6443519,-73.7597071
"37 GARLAND CT, Albany, NY, 12202","87.22-1-18",42.6323121,-73.7722916
"203 CLINTON AVE, Albany, NY, 12210","65.73-4-42",42.6583411,-73.7567265
"132 GRAND ST, Albany, NY, 12202","76.57-2-56",42.644080599999995,-73.75773804464046
"331 ORANGE ST, Albany, NY, 12210","65.72-6-43",42.66020655,-73.7615319
"474 CLINTON AVE, Albany, NY, 12206","65.63-1-71",42.66361365,-73.76658646479132
"311 PARTRIDGE ST, Albany, NY, 12208","64.76-4-39",42.659319249999996,-73.7864910677991
"480 CLINTON AVE, Albany, NY, 12206","65.63-1-68",42.6636777,-73.7667998
"231 ELM ST, Albany, NY, 12202","76.32-5-58",42.6503691,-73.7661082
"105 N LAKE AVE, Albany, NY, 12206","65.55-3-16",42.6643054,-73.7705304
"166 SECOND ST, Albany, NY, 12210","65.65-3-27",42.661088500000005,-73.75835269999999
"253 PARK AVE, Albany, NY, 12202","76.39-2-26",42.6493285,-73.7685686
"53 TEN BROECK ST, Albany, NY, 12207","65.82-5-65",42.657084,-73.750697
"149 JAY ST, Albany, NY, 12210","76.24-6-80",42.6526762,-73.7627167
"353 MANNING BLVD, Albany, NY, 12206","64.44-3-13",42.6703055,-73.7853217
"488 THIRD ST, Albany, NY, 12206","65.39-1-56",42.669578099999995,-73.77111580220905
"17 WESTERN AVE, Albany, NY, 12203","65.71-2-14",42.6595341,-73.7692328815005
"210 WESTERN AVE, Albany, NY, 12203","65.70-1-2",42.6615633,-73.7770605
"92 SHAKER RD, Albany, NY, 12211","65.7-2-15",42.6739193,-73.7518547
"1 DANA AVE, Albany, NY, 12208","76.23-2-29",42.652166050000005,-73.76850955
"5 DANA AVE, Albany, NY, 12208","76.23-2-31",42.652237650000004,-73.76863234999999
"38 DELAWARE ST, Albany, NY, 12202","76.65-1-41",42.6408523,-73.7606579
"46 PARK AVE, Albany, NY, 12202","76.49-7-16",42.644482,-73.7604913
"99 LARK ST, Albany, NY, 12210","65.72-6-25",42.6597048,-73.7604116
"506 ELK ST, Albany, NY, 12206","65.46-3-38",42.667643999999996,-73.77394105513332
"235 ORANGE ST, Albany, NY, 12210","65.81-2-51",42.6580271,-73.7576662
"40 ONTARIO ST, Albany, NY, 12206","65.39-1-3",42.6704061,-73.771542
"179 ELK ST, Albany, NY, 12210","65.80-4-11",42.6574383,-73.7617133
"261 STATE ST, Albany, NY, 12210","76.24-7-26",42.65416155,-73.76084878174662
"292 CATHERINE ST, Albany, NY, 12209","76.54-3-3",42.6448518,-73.77173223654594
"85 HUNTER AVE, Albany, NY, 12206","65.21-3-25",42.67472025,-73.78183181203602
"115.5 LANCASTER ST, Albany, NY, 12210","76.24-6-35",42.65271335,-73.76142762125929
"27 ELBERON PL, Albany, NY, 12203","65.70-1-69",42.6605913,-73.7764817
"101.5 CLINTON AVE, Albany, NY, 12210","65.82-2-32",42.6540682,-73.7495501
"92 BROAD ST, Albany, NY, 12202","76.65-3-34",42.6395964,-73.7586123
"364 ELK ST, Albany, NY, 12206","65.63-2-8",42.663183200000006,-73.76884417058011
"1 FIRST ST, Albany, NY, 12210","65.82-1-15",42.6569152,-73.75242165
"1237 BROADWAY, Albany, NY, 12204","66.29-2-57",42.6722495,-73.737747
"11 ELBERON PL, Albany, NY, 12203","65.70-1-55",42.6602677,-73.7761189
"44 HACKETT BLVD, Albany, NY, 12209","76.46-3-40",42.6460479,-73.7753277353026
"95 HUNTER AVE, Albany, NY, 12206","65.21-3-29",42.6749473,-73.7820948
"333 HAMILTON ST, Albany, NY, 12210","76.32-2-55",42.651743,-73.7640711
"331 HAMILTON ST, Albany, NY, 12210","76.32-2-54",42.6517027,-73.7638828
"16 BENSON ST, Albany, NY, 12206","65.54-2-37",42.664664450000004,-73.77575755
"78 KENOSHA ST, Albany, NY, 12209","76.77-1-67",42.6349187,-73.78180995
"432 CLINTON AVE, Albany, NY, 12206","65.64-2-7",42.662916100000004,-73.76540691712859
"87 HUNTER AVE, Albany, NY, 12206","65.21-3-26",42.6747959,-73.7818353
"334 LIVINGSTON AVE, Albany, NY, 12206","65.56-5-18",42.6644077,-73.760184
"284 LARK ST, Albany, NY, 12210","76.24-5-67",42.6532395,-73.7667224
"196 WESTERN AVE, Albany, NY, 12203","65.70-1-9",42.6613961,-73.7765849
"3 ELBERON PL, Albany, NY, 12203","65.70-1-51",42.6600698,-73.7759215
"341 STATE ST, Albany, NY, 12210","65.80-4-82",42.6556763,-73.7636192
"578 CLINTON AVE, Albany, NY, 12206","65.55-2-14",42.6658266,-73.77047225
"416 DELAWARE AVE, Albany, NY, 12209","76.61-1-63",42.6405516,-73.7825799
"402 BROADWAY, Albany, NY, 12207","76.42-3-38",42.64805435,-73.75097100755102
"255 CLINTON AVE, Albany, NY, 12210","65.73-3-23",42.6593568,-73.7585063
"362 CLINTON AVE, Albany, NY, 12206","65.64-3-14",42.6615769,-73.7631662697826
"11 TAMPA AVE, Albany, NY, 12203","64.40-2-9",42.670704650000005,-73.80796773825224
"429 MANNING BLVD, Albany, NY, 12206","65.37-3-42",42.6703567,-73.78084622492094
"145 CLINTON AVE, Albany, NY, 12210","65.82-2-52",42.6571801,-73.7547243
"176 WESTERN AVE, Albany, NY, 12203","65.70-1-18",42.6611926,-73.775869
"355 MYRTLE AVE, Albany, NY, 12208","76.22-3-47",42.65309375,-73.773133
"123 LARK ST, Albany, NY, 12210","65.72-5-28",42.6590924,-73.76110869064246
"59 ONTARIO ST, Albany, NY, 12206","65.38-2-39",42.6698733,-73.7726545
"145 ONTARIO ST, Albany, NY, 12206","65.46-2-13",42.66625555,-73.77636910000001
"38 SEMINOLE AVE, Albany, NY, 12203","64.40-1-16",42.6700933,-73.8108034
"19 HAMPTON ST, Albany, NY, 12209","75.76-3-10",42.6382101,-73.783214
"219 DELAWARE AVE, Albany, NY, 12209","76.46-4-13",42.6447808,-73.7735575
"98 WILLETT ST, Albany, NY, 12210","76.23-3-74",42.65338545,-73.76825857794117
"76 MORTON AVE, Albany, NY, 12202","76.56-2-9",42.6427836,-73.7618699
"143 JAY ST, Albany, NY, 12210","76.24-6-77",42.6525705,-73.7625206
"52 N ALLEN ST, Albany, NY, 12203","64.51-2-27",42.668126650000005,-73.79073221053193
"219 N ALLEN ST, Albany, NY, 12206","64.36-4-76",42.673695699999996,-73.78408428433235
"70 CLINTON AVE, Albany, NY, 12210","76.26-1-3",42.6555387,-73.7526403
"368 HUDSON AVE, Albany, NY, 12210","76.23-3-43",42.65401445,-73.76698853342529
"25 ERIE BLVD, Albany, NY, 12204","65.16-5-3",42.66494335,-73.73760977669491
"53 S FERRY ST, Albany, NY, 12202","76.58-2-38.3",42.6427345,-73.7544361
"127 CLINTON AVE, Albany, NY, 12210","65.82-2-43",42.6568293,-73.7541396
"275 ELM ST, Albany, NY, 12202","76.31-3-88",42.65137645,-73.76776684483974
"359 WASHINGTON AVE, Albany, NY, 12206","65.71-1-65",42.660289250000005,-73.76912005
"438 CLINTON AVE, Albany, NY, 12206","65.64-2-4",42.6629057,-73.7655705
"56 ALEXANDER ST, Albany, NY, 12202","76.64-2-38",42.6403847,-73.7609264
"122 LARK ST, Albany, NY, 12210","65.73-2-84",42.6588714,-73.7607881
"113 GRAND ST, Albany, NY, 12202","76.49-5-61",42.644783,-73.7577285
"119 LARK ST, Albany, NY, 12210","65.72-5-26",42.65918345,-73.76102625
"400 MADISON AVE, Albany, NY, 12210","76.31-3-13",42.6516955,-73.7667651
"555 MERCER ST, Albany, NY, 12208","65.77-3-52",42.655658149999994,-73.7829659810611
"395 ORANGE ST, Albany, NY, 12206","65.64-3-53",42.661626,-73.7638586
"221 WESTERN AVE, Albany, NY, 12203","65.61-5-37",42.6621486,-73.77741339937818
"569 CLINTON AVE, Albany, NY, 12206","65.55-1-29",42.66573245,-73.76941231642743
"602 MADISON AVE, Albany, NY, 12208","65.78-1-31",42.655599949999996,-73.77367910638426
"321 NEW SCOTLAND AVE, Albany, NY, 12208","75.27-3-24",42.6535493,-73.7905005
"9 ELBERON PL, Albany, NY, 12203","65.70-1-54",42.6602177,-73.7760742
"52 HACKETT BLVD, Albany, NY, 12209","76.46-3-36",42.6458856,-73.77588028976879
"536 N PEARL ST, Albany, NY, 12204","65.36-1-17",42.671536950000004,-73.74088328561315
"366 CLINTON AVE, Albany, NY, 12206","65.64-3-12",42.66167245,-73.76325938427303
"69 HERKIMER ST, Albany, NY, 12202","76.50-3-28",42.6446222,-73.7534989
"226 CLINTON AVE, Albany, NY, 12210","65.73-2-16",42.658786750000004,-73.7583449
"60 MORRIS ST, Albany, NY, 12208","76.31-1-57",42.65211085,-73.77070155000001
"231 ORANGE ST, Albany, NY, 12210","65.81-2-49",42.657938,-73.7575459
"15 CROWN TER, Albany, NY, 12209","76.46-4-6",42.6455639,-73.7744219
"223 CLINTON AVE, Albany, NY, 12210","65.73-4-52",42.6587491,-73.7573986
"414 BROADWAY, Albany, NY, 12207","76.42-3-34",42.6483796,-73.7509665
"111 GRAND ST, Albany, NY, 12202","76.49-5-59",42.6448523,-73.7576875
"344 QUAIL ST, Albany, NY, 12208","65.77-3-60",42.6562223,-73.7829086
"115 GREEN ST, Albany, NY, 12202","76.50-3-36.-115",42.64418325,-73.75320375
"539 CLINTON AVE, Albany, NY, 12206","65.55-5-55",42.66507755,-73.76834414999999
"161 FIRST ST, Albany, NY, 12210","65.73-5-60",42.65970715,-73.75725134999999
"609 CLINTON AVE, Albany, NY, 12206","65.47-3-58",42.66650335,-73.7707364
"49 WATERVLIET AVE, Albany, NY, 12206","65.21-2-72",42.6767215,-73.78199079784748
"582 MADISON AVE, Albany, NY, 12208","76.22-1-7",42.65522765,-73.77304803221651
"238 ONTARIO ST, Albany, NY, 12203","65.61-2-28",42.6622327,-73.7800856
"94 PHILIP ST, Albany, NY, 12202","76.49-5-89",42.64517695000001,-73.75904360372516
"78 WATERVLIET AVE, Albany, NY, 12206","54.77-1-14",42.6775662,-73.7819368
"44 ALEXANDER ST, Albany, NY, 12202","76.65-2-32",42.6402644,-73.7604256
"208 MYRTLE AVE, Albany, NY, 12202","76.39-3-4",42.6491384,-73.7670139
"14 N PINE AVE, Albany, NY, 12203","64.51-1-3",42.6676471,-73.793467
"27 SECOND AVE, Albany, NY, 12202","76.72-2-65",42.637671499999996,-73.761606
"35 TRINITY PL, Albany, NY, 12202","76.49-3-46",42.645020450000004,-73.75643801011637
"118 S LAKE AVE, Albany, NY, 12208","65.77-4-44",42.656520549999996,-73.77856750928899
"254 SHERIDAN AVE, Albany, NY, 12210","65.72-4-53",42.65847325,-73.76080235
"309 HAMILTON ST, Albany, NY, 12210","76.32-2-46",42.6512706,-73.7632661
"43 ELBERON PL, Albany, NY, 12203","65.70-1-77",42.6609761,-73.776889
"69 CENTRAL AVE, Albany, NY, 12206","65.72-3-65",42.6591025,-73.76563262379517
"7 LEXINGTON AVE, Albany, NY, 12206","65.56-3-32",42.6636502,-73.7632129
"54 ALEXANDER ST, Albany, NY, 12202","76.64-2-39",42.640368,-73.7608413
"103 TEN BROECK ST, Albany, NY, 12207","65.82-5-89",42.658177721311475,-73.75042418032787
"575 CLINTON AVE, Albany, NY, 12206","65.55-1-32",42.66584975,-73.76961346518391
"69 N ALLEN ST, Albany, NY, 12203","64.51-3-42",42.668341,-73.7896706
"256 CLINTON AVE, Albany, NY, 12210","65.73-2-10",42.659367950000004,-73.7592790806472
"169 EAGLE ST, Albany, NY, 12202","76.49-6-4",42.645568,-73.76096145
"97 LARK ST, Albany, NY, 12210","65.72-6-24",42.6597428,-73.7603804
"247 QUAIL ST, Albany, NY, 12203","65.69-2-40",42.660127,-73.7793825
"359 SECOND AVE, Albany, NY, 12209","76.61-3-96",42.639309,-73.779432
